20030501 04:00,0
20030501 09:00,0.02
20030501 10:00,0.02
20030501 11:00,0.05
20030501 12:00,0
20030501 13:00,0.09
20030501 14:00,0.13
20030501 15:00,0.1
20030501 16:00,0.01
20030501 18:00,0
20030501 19:00,0
20030501 20:00,0
20030502 05:00,0
20030502 06:00,0
20030502 23:00,0.1
20030503 01:00,0
20030503 22:00,0.1
20030504 16:00,0.1
20030504 19:00,0.04
20030504 20:00,0.21
20030504 21:00,0.32
20030504 22:00,0.27
20030504 23:00,0.1
20030505 00:00,0.19
20030505 01:00,0.02
20030505 03:00,0
20030505 04:00,0
20030505 06:00,0
20030507 01:00,0.05
20030507 02:00,0
20030507 03:00,0.01
20030507 09:00,0
20030507 11:00,0
20030507 16:00,0.2
20030508 22:00,0
20030508 23:00,0.08
20030509 00:00,0.2
20030509 01:00,0.68
20030509 02:00,0.19
20030509 03:00,0.03
20030509 04:00,0.01
20030509 23:00,0.18
20030510 00:00,0
20030510 01:00,0.01
20030510 10:00,0.02
20030510 11:00,0.04
20030510 12:00,0.01
20030510 21:00,0
20030510 22:00,0.01
20030510 23:00,0.27
20030511 01:00,0.2
20030511 02:00,0.01
20030511 03:00,0.1
20030511 07:00,0
20030511 08:00,0
20030511 09:00,0
20030511 10:00,0
20030511 12:00,0
20030511 13:00,0.01
20030511 14:00,0.04
20030511 15:00,0.07
20030511 16:00,0.03
20030511 17:00,0
20030511 18:00,0.01
20030511 19:00,0
20030511 20:00,0
20030511 21:00,0
20030511 22:00,0.01
20030511 23:00,0
20030514 06:00,0
20030514 07:00,0
20030514 08:00,0.02
20030514 09:00,0
20030514 10:00,0.15
20030514 11:00,0.03
20030514 13:00,0
20030514 16:00,0.02
20030514 17:00,0.22
20030514 18:00,0.14
20030514 19:00,0
20030520 01:00,0.02
20030520 02:00,0.04
20030520 03:00,0
20030520 04:00,0.01
20030520 06:00,0
20030522 10:00,0
20030522 11:00,0
20030523 05:00,0
20030523 06:00,0
20030523 07:00,0
20030528 09:00,0
20030528 10:00,0
20030528 11:00,0
20030528 17:00,0.06
20030529 11:00,0
20030529 12:00,0
20030529 13:00,0
20030530 10:00,0.01
20030530 11:00,0
20030530 12:00,0
20030530 19:00,0.03
20030530 20:00,0.05
20030530 21:00,0
20030530 23:00,0.16
20030531 00:00,0.09
20030531 05:00,0.02
20030531 06:00,0.01
20030531 07:00,0.01
20030601 00:00,0
20030601 01:00,0
20030601 10:00,0.1
20030602 19:00,0.01
20030602 20:00,0.01
20030602 21:00,0.01
20030602 22:00,0.02
20030602 23:00,0.05
20030603 00:00,0.05
20030603 01:00,0.05
20030603 02:00,0.14
20030603 03:00,0.01
20030603 05:00,0.02
20030603 06:00,0
20030603 07:00,0
20030603 08:00,0
20030603 09:00,0.01
20030603 10:00,0
20030603 11:00,0
20030605 05:00,0
20030606 12:00,0
20030606 13:00,0.07
20030606 14:00,0.02
20030606 15:00,0.01
20030606 20:00,0
20030606 21:00,0
20030606 22:00,0.1
20030606 23:00,0
20030608 02:00,0.02
20030608 03:00,0.18
20030608 04:00,0.05
20030608 08:00,0
20030608 09:00,0
20030608 12:00,0
20030608 13:00,0.07
20030608 14:00,0.05
20030608 15:00,0.03
20030608 16:00,0.07
20030608 17:00,0.02
20030608 18:00,0.1
20030609 04:00,0.1
20030610 07:00,0
20030610 08:00,0.05
20030610 09:00,0.03
20030610 12:00,0
20030610 19:00,0.02
20030610 20:00,0
20030611 06:00,0
20030611 07:00,0
20030612 10:00,0
20030613 06:00,0
20030613 07:00,0
20030618 13:00,0.01
20030618 15:00,0.11
20030618 16:00,0.04
20030618 17:00,0.2
20030618 18:00,0.09
20030618 19:00,0.01
20030618 22:00,0.05
20030618 23:00,0.01
20030626 06:00,0
20030626 07:00,0.01
20030626 08:00,0.12
20030626 09:00,0.12
20030626 10:00,0.27
20030627 00:00,0.1
20030628 11:00,0.01
20030628 12:00,0
20030628 13:00,0.4
20030628 17:00,0.02
20030628 18:00,0.05
20030628 19:00,0
20030628 22:00,0.1
20030701 01:00,0
20030701 10:00,0
20030703 15:00,0
20030703 16:00,0.02
20030704 07:00,0.12
20030704 08:00,0
20030705 03:00,0.2
20030705 04:00,0.1
20030705 05:00,0.38
20030705 06:00,0.02
20030706 03:00,0.23
20030706 04:00,0.04
20030706 09:00,0
20030706 10:00,0
20030706 15:00,0.04
20030706 17:00,0.35
20030706 18:00,0.21
20030706 20:00,0.18
20030706 21:00,0
20030706 22:00,0.16
20030707 08:00,0.05
20030707 09:00,0.4
20030707 22:00,0.18
20030707 23:00,0.02
20030708 09:00,0.06
20030708 10:00,0
20030708 14:00,0.04
20030708 15:00,0.2
20030708 16:00,0
20030708 17:00,0.05
20030708 18:00,0.05
20030708 19:00,0.1
20030708 20:00,0.01
20030708 21:00,0
20030708 22:00,0
20030708 23:00,0.02
20030709 12:00,0.03
20030709 13:00,0.07
20030709 14:00,0
20030709 23:00,0
20030710 00:00,0.05
20030710 01:00,0.06
20030710 02:00,0
20030710 05:00,0.03
20030710 06:00,0
20030710 18:00,0.03
20030710 19:00,0.01
20030710 20:00,0
20030710 21:00,0
20030711 14:00,0.04
20030711 17:00,0
20030713 15:00,0
20030713 16:00,0.06
20030713 17:00,0
20030715 04:00,0.9
20030715 05:00,0.46
20030717 15:00,0
20030717 17:00,0.01
20030717 18:00,0.03
20030717 19:00,0.15
20030717 20:00,0.58
20030717 21:00,0
20030720 17:00,0.32
20030720 18:00,0.02
20030720 22:00,0.01
20030720 23:00,0.63
20030721 00:00,0.3
20030721 02:00,0.2
20030721 03:00,0.05
20030727 11:00,0.03
20030727 12:00,0.15
20030727 14:00,0.02
20030727 16:00,0
20030728 05:00,0
20030728 06:00,0.05
20030728 07:00,0.05
20030728 08:00,0.06
20030728 09:00,0.05
20030731 21:00,0
20030731 22:00,0.02
20030801 00:00,0
20030801 01:00,0
20030801 04:00,0.05
20030801 05:00,0.47
20030801 06:00,0.04
20030801 07:00,0.01
20030801 13:00,0
20030801 15:00,1.3
20030801 16:00,0.75
20030801 17:00,0.12
20030801 18:00,0
20030802 20:00,0.48
20030802 21:00,0.07
20030802 22:00,0
20030802 23:00,0
20030803 13:00,0.21
20030803 14:00,0.37
20030803 15:00,0
20030803 16:00,0.01
20030803 18:00,0.14
20030803 19:00,0.01
20030803 20:00,0.01
20030806 14:00,0
20030806 15:00,0.01
20030806 16:00,0.04
20030806 17:00,0.05
20030808 04:00,0
20030808 05:00,0.01
20030808 06:00,0
20030808 07:00,0.08
20030808 08:00,0.04
20030808 12:00,0.04
20030808 13:00,0.01
20030808 14:00,0
20030809 10:00,0.05
20030809 11:00,0.05
20030811 11:00,0
20030811 12:00,0.2
20030811 13:00,0.1
20030811 14:00,0.01
20030811 15:00,0
20030811 16:00,0
20030812 04:00,0
20030812 05:00,0
20030812 08:00,0
20030814 06:00,0.08
20030814 15:00,0
20030814 16:00,0
20030814 17:00,0.01
20030814 19:00,0
20030814 20:00,0.02
20030815 11:00,0
20030815 16:00,0
20030816 22:00,0
20030816 23:00,0
20030826 03:00,0.04
20030826 04:00,0.05
20030826 05:00,0.01
20030826 12:00,0.01
20030826 13:00,0.03
20030826 14:00,0.01
20030829 09:00,0.5
20030829 10:00,0.01
20030831 11:00,0.01
20030831 12:00,0.02
20030831 13:00,0.02
20030831 14:00,0.02
20030831 15:00,0.03
20030831 16:00,0.12
20030831 17:00,0.12
20030831 18:00,0.02
20030831 19:00,0
20030831 22:00,0.01
20030831 23:00,0.05
20030901 00:00,0.06
20030901 01:00,0
20030901 02:00,0
20030901 03:00,0
20030901 04:00,0.01
20030901 05:00,0.03
20030901 06:00,0.02
20030901 07:00,0
20030901 08:00,0.02
20030901 09:00,0.03
20030901 10:00,0.02
20030901 11:00,0.01
20030901 12:00,0.06
20030901 13:00,0.07
20030901 14:00,0.03
20030901 15:00,0.01
20030901 16:00,0
20030911 11:00,0.1
20030912 14:00,0.1
20030912 16:00,0.05
20030912 17:00,0
20030912 18:00,0.1
20030913 05:00,0
20030913 06:00,0.01
20030913 07:00,0.01
20030913 08:00,0
20030913 09:00,0
20030913 11:00,0
20030914 01:00,0
20030914 02:00,0.1
20030914 03:00,0.3
20030914 04:00,0.1
20030914 05:00,0.1
20030914 06:00,0.01
20030914 10:00,0.09
20030914 11:00,0.06
20030914 12:00,0
20030916 09:00,0.1
20030916 12:00,0.1
20030919 05:00,0
20030919 06:00,0
20030921 23:00,0
20030922 00:00,0.1
20030922 01:00,0.02
20030922 02:00,0.01
20030922 03:00,0.1
20030922 04:00,0.1
20030922 05:00,0.1
20030922 06:00,0.02
20030922 07:00,0
20030922 16:00,0
20030922 17:00,0
20030924 01:00,0
20030924 04:00,0.1
20030924 13:00,0.1
20030924 14:00,0
20030924 15:00,0
20030926 13:00,0.02
20030926 14:00,0.1
20030926 15:00,0.1
20030926 16:00,0.1
20030926 17:00,0.1
20030926 18:00,0.1
20030926 19:00,0.01
20030926 20:00,0
20030927 17:00,0
20030927 18:00,0
20030928 15:00,0
20030929 23:00,0
20030930 00:00,0
20030930 01:00,0
20031001 01:00,0
20031003 09:00,0
20031003 10:00,0.07
20031003 11:00,0.1
20031003 12:00,0.1
20031003 13:00,0.14
20031003 14:00,0.1
20031011 22:00,0.02
20031011 23:00,0
20031012 00:00,0.01
20031012 01:00,0
20031013 23:00,0.01
20031014 00:00,0
20031014 01:00,0.14
20031014 02:00,0.1
20031014 03:00,0.02
20031014 04:00,0.1
20031014 05:00,0.03
20031014 06:00,0.1
20031014 07:00,0.1
20031014 08:00,0.2
20031014 09:00,0.2
20031014 10:00,0.05
20031014 11:00,0.1
20031014 12:00,0.1
20031014 13:00,0.03
20031014 14:00,0.01
20031014 15:00,0.1
20031016 05:00,0.1
20031018 10:00,0.1
20031024 15:00,0
20031024 16:00,0.02
20031024 17:00,0.01
20031024 18:00,0
20031024 19:00,0.01
20031024 20:00,0.04
20031024 21:00,0.1
20031024 22:00,0
20031024 23:00,0.1
20031025 00:00,0.01
20031025 01:00,0.2
20031025 02:00,0.1
20031025 03:00,0.1
20031025 04:00,0.1
20031025 07:00,0.1
20031027 11:00,0.1
20031027 23:00,0
20031028 00:00,0.01
20031028 01:00,0.01
20031028 02:00,0
20031028 03:00,0.01
20031028 04:00,0.01
20031028 08:00,0
20031028 09:00,0.02
20031028 19:00,0
20031028 20:00,0
20031029 17:00,0
20031029 18:00,0.02
20031029 19:00,0
20031029 20:00,0
20031029 21:00,0
20031030 11:00,0.1
20031031 09:00,0
20031031 10:00,0.01
20031101 01:00,0
20031101 19:00,0
20031101 20:00,0
20031101 21:00,0.04
20031101 22:00,0.03
20031101 23:00,0
20031102 00:00,0.02
20031102 01:00,0.1
20031102 02:00,0.1
20031102 03:00,0.2
20031102 04:00,0.3
20031102 05:00,0.1
20031102 06:00,0.2
20031102 10:00,0.01
20031102 12:00,0
20031102 13:00,0
20031102 14:00,0
20031102 15:00,0
20031102 16:00,0.01
20031102 17:00,0
20031102 19:00,0
20031102 20:00,0.06
20031102 21:00,0.1
20031102 22:00,0.1
20031102 23:00,0.07
20031103 00:00,0.1
20031103 01:00,0.2
20031103 02:00,0.3
20031103 03:00,0.2
20031103 04:00,0
20031103 06:00,0.1
20031103 07:00,0.01
20031103 08:00,0
20031103 09:00,0.02
20031103 10:00,0.04
20031103 11:00,0
20031103 12:00,0.04
20031103 13:00,0
20031103 14:00,0
20031103 15:00,0
20031103 16:00,0
20031103 17:00,0
20031103 18:00,0.01
20031103 19:00,0
20031104 01:00,0.1
20031104 02:00,0
20031104 05:00,0
20031104 08:00,0.1
20031104 09:00,0.02
20031104 10:00,0
20031104 11:00,0
20031104 12:00,0
20031104 14:00,0.1
20031104 18:00,0
20031104 19:00,0.33
20031104 20:00,0.2
20031104 21:00,0.1
20031104 22:00,0.18
20031104 23:00,0.2
20031105 00:00,0.1
20031105 01:00,0.2
20031108 11:00,0
20031108 12:00,0
20031108 13:00,0
20031108 14:00,0
20031110 18:00,0
20031110 20:00,0
20031110 21:00,0
20031110 22:00,0
20031110 23:00,0
20031111 00:00,0
20031111 01:00,0.01
20031111 02:00,0
20031111 03:00,0
20031114 16:00,0
20031114 17:00,0
20031114 20:00,0
20031115 07:00,0
20031115 08:00,0
20031115 09:00,0
20031115 10:00,0
20031115 11:00,0
20031115 12:00,0
20031115 13:00,0
20031115 15:00,0
20031115 16:00,0
20031115 17:00,0
20031115 18:00,0
20031115 19:00,0
20031115 20:00,0
20031115 21:00,0
20031115 22:00,0
20031115 23:00,0.01
20031116 00:00,0
20031116 01:00,0
20031116 02:00,0
20031116 03:00,0
20031116 04:00,0
20031116 05:00,0
20031116 06:00,0
20031116 07:00,0
20031116 08:00,0
20031116 09:00,0.02
20031116 10:00,0
20031116 11:00,0.1
20031116 12:00,0
20031116 15:00,0
20031116 16:00,0.01
20031116 17:00,0.01
20031116 18:00,0
20031116 19:00,0
20031116 20:00,0
20031117 21:00,0.01
20031117 22:00,0.1
20031117 23:00,0.05
20031118 00:00,0.1
20031118 01:00,0.2
20031118 02:00,0.1
20031118 03:00,0.14
20031118 04:00,0.1
20031118 05:00,0.05
20031118 06:00,0.1
20031118 07:00,0.2
20031118 08:00,0.2
20031118 09:00,0.2
20031118 10:00,0.3
20031118 11:00,0.3
20031118 12:00,0.1
20031118 13:00,0.1
20031118 14:00,0.1
20031118 15:00,0
20031118 16:00,0.1
20031118 17:00,0.02
20031118 18:00,0.02
20031118 19:00,0.1
20031122 09:00,0
20031122 10:00,0
20031122 11:00,0
20031122 12:00,0
20031122 13:00,0
20031122 20:00,0
20031122 21:00,0
20031123 09:00,0
20031123 10:00,0.01
20031123 11:00,0
20031123 13:00,0.1
20031123 14:00,0.1
20031123 15:00,0.1
20031123 16:00,0.1
20031123 17:00,0.12
20031123 18:00,0.1
20031123 19:00,0.2
20031123 20:00,0.2
20031123 21:00,0.1
20031124 04:00,0
20031124 05:00,0
20031124 06:00,0
20031124 07:00,0
20031124 08:00,0
20031124 09:00,0
20031124 10:00,0
20031124 11:00,0
20031124 12:00,0
20031124 13:00,0
20031126 14:00,0.1
20031126 23:00,0
20031127 00:00,0
20031127 01:00,0
20031127 02:00,0
20031127 03:00,0.01
20031127 04:00,0
20031127 05:00,0
20031127 06:00,0
20031127 07:00,0
20031128 09:00,0
20031128 10:00,0
20031128 11:00,0
20031128 12:00,0
20031128 14:00,0
20031128 15:00,0
20031128 16:00,0
20031128 17:00,0
20031128 18:00,0
20031128 19:00,0
20031128 20:00,0
20031128 21:00,0
20031128 22:00,0
20031128 23:00,0
20031129 00:00,0
20031130 10:00,0.1
20031201 01:00,0
20031204 10:00,0
20031204 13:00,0
20031204 14:00,0.02
20031204 15:00,0.1
20031204 16:00,0.03
20031204 17:00,0.01
20031204 18:00,0
20031204 19:00,0.01
20031204 20:00,0.1
20031204 21:00,0.03
20031204 22:00,0.02
20031204 23:00,0.01
20031205 00:00,0.1
20031205 01:00,0.01
20031205 02:00,0.03
20031205 03:00,0.04
20031205 04:00,0.1
20031205 05:00,0.03
20031205 06:00,0.1
20031205 07:00,0.1
20031205 08:00,0.01
20031205 09:00,0.1
20031205 10:00,0.02
20031205 11:00,0
20031205 12:00,0.1
20031205 15:00,0.1
20031209 10:00,0
20031209 11:00,0.01
20031209 12:00,0.01
20031209 13:00,0.01
20031209 14:00,0.01
20031209 15:00,0
20031209 17:00,0.1
20031209 18:00,0.1
20031209 19:00,0.09
20031209 20:00,0.05
20031209 21:00,0.1
20031209 22:00,0.11
20031209 23:00,0.02
20031210 00:00,0
20031210 04:00,0.1
20031210 05:00,0.1
20031210 06:00,0.1
20031210 07:00,0.14
20031210 08:00,0.1
20031210 09:00,0.03
20031210 10:00,0.04
20031210 11:00,0
20031210 12:00,0.1
20031210 14:00,0
20031210 16:00,0
20031210 17:00,0
20031210 18:00,0
20031210 19:00,0
20031210 20:00,0.01
20031210 21:00,0
20031210 22:00,0
20031213 16:00,0
20031213 17:00,0
20031213 18:00,0
20031213 19:00,0
20031213 20:00,0
20031213 21:00,0.01
20031213 22:00,0
20031213 23:00,0
20031214 00:00,0
20031214 01:00,0
20031214 02:00,0
20031214 03:00,0
20031214 04:00,0
20031214 05:00,0
20031214 06:00,0
20031214 07:00,0
20031214 08:00,0
20031214 09:00,0
20031216 03:00,0.01
20031216 04:00,0
20031216 11:00,0.1
20031216 12:00,0
20031216 13:00,0
20031216 14:00,0
20031216 16:00,0
20031216 17:00,0
20031216 18:00,0
20031216 19:00,0
20031216 20:00,0
20031216 21:00,0
20031216 22:00,0
20031216 23:00,0
20031217 00:00,0
20031217 01:00,0
20031217 02:00,0
20031217 03:00,0
20031217 04:00,0
20031217 05:00,0
20031218 19:00,0
20031218 20:00,0
20031218 21:00,0
20031218 22:00,0
20031219 01:00,0.1
20031219 02:00,0
20031219 03:00,0
20031219 04:00,0
20031219 05:00,0
20031219 06:00,0
20031219 07:00,0
20031219 13:00,0
20031219 14:00,0
20031222 21:00,0
20031222 22:00,0
20031222 23:00,0.01
20031223 00:00,0
20031223 13:00,0
20031223 14:00,0
20031223 15:00,0
20031223 16:00,0
20031223 17:00,0
20031223 18:00,0
20031223 19:00,0
20031223 20:00,0
20031223 21:00,0
20031223 22:00,0
20031223 23:00,0
20031224 00:00,0
20031224 01:00,0
20031224 02:00,0
20031224 12:00,0.1
20031224 14:00,0
20031224 15:00,0
20031224 16:00,0
20031224 17:00,0
20031224 18:00,0
20031224 19:00,0
20031224 20:00,0
20031228 03:00,0
20031228 04:00,0
20031228 05:00,0.02
20031228 06:00,0.05
20031228 07:00,0.1
20031228 08:00,0.1
20031229 01:00,0.1
20031229 20:00,0
20031229 21:00,0
20031229 22:00,0
20031229 23:00,0
20031230 00:00,0
20031230 01:00,0
20040101 01:00,0
20040101 16:00,0
20040101 17:00,0
20040102 15:00,0
20040102 16:00,0
20040103 15:00,0
20040103 16:00,0
20040103 17:00,0
20040103 18:00,0
20040103 19:00,0
