PRODUKT_CODE;STATION_ID;ZEITSTEMPEL;WERT;QN;QB
R1_MN008;433;200801091700;0;3;0
R1_MN008;433;200801091800;0.6;3;0
R1_MN008;433;200801091900;0.2;3;0
R1_MN008;433;200801092000;0;3;0
R1_MN008;433;200801092100;0;3;0
R1_MN008;433;200801092200;0;3;0
R1_MN008;433;200801092300;0;3;0
R1_MN008;433;200801100000;0;3;0
R1_MN008;433;200801100100;0;3;0
R1_MN008;433;200801100200;0;3;0
R1_MN008;433;200801100300;0;3;0
R1_MN008;433;200801100400;0;3;0
R1_MN008;433;200801100500;0;3;0
R1_MN008;433;200801100600;0;3;0
R1_MN008;433;200801100700;0;3;0
R1_MN008;433;200801100800;0;3;0
R1_MN008;433;200801100900;0;3;0
R1_MN008;433;200801101000;0;3;0
R1_MN008;433;200801101100;0;3;0
R1_MN008;433;200801101200;0;3;0
R1_MN008;433;200801101300;0;3;0
R1_MN008;433;200801101400;0;3;0
R1_MN008;433;200801101500;0;3;0
R1_MN008;433;200801101600;0;3;0
R1_MN008;433;200801101700;0;3;0
R1_MN008;433;200801101800;0;3;0
R1_MN008;433;200801101900;0;3;0
R1_MN008;433;200801102000;0;3;0
R1_MN008;433;200801102100;0;3;0
R1_MN008;433;200801102200;0;3;0
R1_MN008;433;200801102300;0;3;0
R1_MN008;433;200801110000;0;3;0
R1_MN008;433;200801110100;0;3;0
R1_MN008;433;200801110200;0;3;0
R1_MN008;433;200801110300;0;3;0
R1_MN008;433;200801110400;0;3;0
R1_MN008;433;200801110500;0;3;0
R1_MN008;433;200801110600;0;3;0
R1_MN008;433;200801110700;0;3;0
R1_MN008;433;200801110800;0;3;0
R1_MN008;433;200801110900;0;3;0
R1_MN008;433;200801111000;0;3;0
R1_MN008;433;200801111100;0;3;0
R1_MN008;433;200801111200;0;3;0
R1_MN008;433;200801111300;0;3;0
R1_MN008;433;200801111400;0;3;0
R1_MN008;433;200801111500;0;3;0
R1_MN008;433;200801111600;0;3;0
R1_MN008;433;200801111700;0;3;0
R1_MN008;433;200801111800;0;3;0
R1_MN008;433;200801111900;0;3;0
R1_MN008;433;200801112000;0;3;0
R1_MN008;433;200801112100;0;3;0
R1_MN008;433;200801112200;0;3;0
R1_MN008;433;200801112300;0;3;0
R1_MN008;433;200801120000;0;3;0
R1_MN008;433;200801120100;0;3;0
R1_MN008;433;200801120200;0;3;0
R1_MN008;433;200801120300;0;3;0
R1_MN008;433;200801120400;0;3;0
R1_MN008;433;200801120500;0;3;0
R1_MN008;433;200801120600;0;3;0
R1_MN008;433;200801120700;0;3;0
R1_MN008;433;200801120800;0;3;0
R1_MN008;433;200801120900;0;3;0
R1_MN008;433;200801121000;0;3;0
R1_MN008;433;200801121100;0;3;0
R1_MN008;433;200801121200;0;3;0
R1_MN008;433;200801121300;0;3;0
R1_MN008;433;200801121400;0;3;0
R1_MN008;433;200801121500;0;3;0
R1_MN008;433;200801121600;0;3;0
R1_MN008;433;200801121700;0;3;0
R1_MN008;433;200801121800;0;3;0
R1_MN008;433;200801121900;0;3;0
R1_MN008;433;200801122000;0;3;0
R1_MN008;433;200801122100;0;3;0
R1_MN008;433;200801122200;0;3;0
R1_MN008;433;200801122300;0;3;0
R1_MN008;433;200801130000;0;3;0
R1_MN008;433;200801130100;0;3;0
R1_MN008;433;200801130200;0;3;0
R1_MN008;433;200801130300;0;3;0
R1_MN008;433;200801130400;0;3;0
R1_MN008;433;200801130500;0;3;0
R1_MN008;433;200801130600;0;3;0
R1_MN008;433;200801130700;0;3;0
R1_MN008;433;200801130800;0;3;0
R1_MN008;433;200801130900;0;3;0
R1_MN008;433;200801131000;0;3;0
R1_MN008;433;200801131100;0;3;0
R1_MN008;433;200801131200;0;3;0
R1_MN008;433;200801131300;0;3;0
R1_MN008;433;200801131400;0;3;0
R1_MN008;433;200801131500;0;3;0
R1_MN008;433;200801131600;0;3;0
R1_MN008;433;200801131700;0;3;0
R1_MN008;433;200801131800;0;3;0
R1_MN008;433;200801131900;0;3;0
R1_MN008;433;200801132000;0;3;0
R1_MN008;433;200801132100;0;3;0
R1_MN008;433;200801132200;0;3;0
R1_MN008;433;200801132300;0;3;0
R1_MN008;433;200801140000;0;3;0
R1_MN008;433;200801140100;0;3;0
R1_MN008;433;200801140200;0;3;0
R1_MN008;433;200801140300;0;3;0
R1_MN008;433;200801140400;0;3;0
R1_MN008;433;200801140500;0;3;0
R1_MN008;433;200801140600;0;3;0
R1_MN008;433;200801140700;0;3;0
R1_MN008;433;200801140800;0;3;0
R1_MN008;433;200801140900;0;3;0
R1_MN008;433;200801141000;0;3;0
R1_MN008;433;200801141100;0;3;0
R1_MN008;433;200801141200;0;3;0
R1_MN008;433;200801141300;0;3;0
R1_MN008;433;200801141400;0;3;0
R1_MN008;433;200801141500;0;3;0
R1_MN008;433;200801141600;0;3;0
R1_MN008;433;200801141700;0;3;0
R1_MN008;433;200801141800;0;3;0
R1_MN008;433;200801141900;0;3;0
R1_MN008;433;200801142000;0;3;0
R1_MN008;433;200801142100;0;3;0
R1_MN008;433;200801142200;0;3;0
R1_MN008;433;200801142300;0;3;0
R1_MN008;433;200801150000;0;3;0
R1_MN008;433;200801150100;0;3;0
R1_MN008;433;200801150200;0;3;0
R1_MN008;433;200801150300;0;3;0
R1_MN008;433;200801150400;0;3;0
R1_MN008;433;200801150500;0;3;0
R1_MN008;433;200801150600;0;3;0
R1_MN008;433;200801150700;0;3;0
R1_MN008;433;200801150800;0;3;0
R1_MN008;433;200801150900;0;3;0
R1_MN008;433;200801151000;0;3;0
R1_MN008;433;200801151100;0;3;0
R1_MN008;433;200801151200;0;3;0
R1_MN008;433;200801151300;0;3;0
R1_MN008;433;200801151400;0;3;0
R1_MN008;433;200801151500;0;3;0
R1_MN008;433;200801151600;0;3;0
R1_MN008;433;200801151700;0;3;0
R1_MN008;433;200801151800;0;3;0
R1_MN008;433;200801151900;0;3;0
R1_MN008;433;200801152000;0;3;0
R1_MN008;433;200801152100;0;3;0
R1_MN008;433;200801152200;0;3;0
R1_MN008;433;200801152300;0;3;0
R1_MN008;433;200801160000;0;3;0
R1_MN008;433;200801160100;0;3;0
R1_MN008;433;200801160200;0;3;0
R1_MN008;433;200801160300;0;3;0
R1_MN008;433;200801160400;0;3;0
R1_MN008;433;200801160500;0;3;0
R1_MN008;433;200801160600;0;3;0
R1_MN008;433;200801160700;0;3;0
R1_MN008;433;200801160800;0.5;3;0
R1_MN008;433;200801160900;0.3;3;0
R1_MN008;433;200801161000;0;3;0
R1_MN008;433;200801161100;0;3;0
R1_MN008;433;200801161200;0;3;0
R1_MN008;433;200801161300;0;3;0
R1_MN008;433;200801161400;0;3;0
R1_MN008;433;200801161500;0;3;0
R1_MN008;433;200801161600;0;3;0
R1_MN008;433;200801161700;0;3;0
R1_MN008;433;200801161800;0;3;0
R1_MN008;433;200801161900;0;3;0
R1_MN008;433;200801162000;0;3;0
R1_MN008;433;200801162100;0;3;0
R1_MN008;433;200801162200;0;3;0
R1_MN008;433;200801162300;0;3;0
R1_MN008;433;200801170000;0;3;0
R1_MN008;433;200801170100;0;3;0
R1_MN008;433;200801170200;0;3;0
R1_MN008;433;200801170300;0;3;0
R1_MN008;433;200801170400;0;3;0
R1_MN008;433;200801170500;0;3;0
R1_MN008;433;200801170600;0;3;0
R1_MN008;433;200801170700;0;3;0
R1_MN008;433;200801170800;0;3;0
R1_MN008;433;200801170900;0;3;0
R1_MN008;433;200801171000;0;3;0
R1_MN008;433;200801171100;0;3;0
R1_MN008;433;200801171200;0;3;0
R1_MN008;433;200801171300;0;3;0
R1_MN008;433;200801171400;0;3;0
R1_MN008;433;200801171500;0;3;0
R1_MN008;433;200801171600;0;3;0
R1_MN008;433;200801171700;0;3;0
R1_MN008;433;200801171800;0;3;0
R1_MN008;433;200801171900;0;3;0
R1_MN008;433;200801172000;0;3;0
R1_MN008;433;200801172100;0;3;0
R1_MN008;433;200801172200;0;3;0
R1_MN008;433;200801172300;0;3;0
R1_MN008;433;200801180000;0;3;0
R1_MN008;433;200801180100;0.4;3;0
R1_MN008;433;200801180200;1.8;3;0
R1_MN008;433;200801180300;0.7;3;0
R1_MN008;433;200801180400;0.1;3;0
R1_MN008;433;200801180500;0;3;0
R1_MN008;433;200801180600;0;3;0
R1_MN008;433;200801180700;0;3;0
R1_MN008;433;200801180800;0;3;0
R1_MN008;433;200801180900;0;3;0
R1_MN008;433;200801181000;0.2;3;0
R1_MN008;433;200801181100;0.2;3;0
R1_MN008;433;200801181200;0;3;0
R1_MN008;433;200801181300;0;3;0
R1_MN008;433;200801181400;0;3;0
R1_MN008;433;200801181500;0;3;0
R1_MN008;433;200801181600;0;3;0
R1_MN008;433;200801181700;0;3;0
R1_MN008;433;200801181800;0;3;0
R1_MN008;433;200801181900;0;3;0
R1_MN008;433;200801182000;0;3;0
R1_MN008;433;200801182100;0;3;0
R1_MN008;433;200801182200;0;3;0
R1_MN008;433;200801182300;1.7;3;0
R1_MN008;433;200801190000;1.7;3;0
R1_MN008;433;200801190100;1.9;3;0
R1_MN008;433;200801190200;0.8;3;0
R1_MN008;433;200801190300;0.9;3;0
R1_MN008;433;200801190400;0.3;3;0
R1_MN008;433;200801190500;0;3;0
R1_MN008;433;200801190600;0;3;0
R1_MN008;433;200801190700;0.1;3;0
R1_MN008;433;200801190800;0.5;3;0
R1_MN008;433;200801190900;0.4;3;0
R1_MN008;433;200801191000;3.2;3;0
R1_MN008;433;200801191100;1.4;3;0
R1_MN008;433;200801191200;1;3;0
R1_MN008;433;200801191300;0.7;3;0
R1_MN008;433;200801191400;0.8;3;0
R1_MN008;433;200801191500;1.6;3;0
R1_MN008;433;200801191600;1.4;3;0
R1_MN008;433;200801191700;0.4;3;0
R1_MN008;433;200801191800;0.5;3;0
R1_MN008;433;200801191900;0;3;0
R1_MN008;433;200801192000;0;3;0
R1_MN008;433;200801192100;0;3;0
R1_MN008;433;200801192200;0;3;0
R1_MN008;433;200801192300;0;3;0
R1_MN008;433;200801200000;0;3;0
R1_MN008;433;200801200100;0;3;0
R1_MN008;433;200801200200;0;3;0
R1_MN008;433;200801200300;0;3;0
R1_MN008;433;200801200400;0;3;0
R1_MN008;433;200801200500;0.2;3;0
R1_MN008;433;200801200600;1.4;3;0
R1_MN008;433;200801200700;1.4;3;0
R1_MN008;433;200801200800;0.4;3;0
R1_MN008;433;200801200900;0.6;3;0
R1_MN008;433;200801201000;1.1;3;0
R1_MN008;433;200801201100;0.8;3;0
R1_MN008;433;200801201200;0.5;3;0
R1_MN008;433;200801201300;0.6;3;0
R1_MN008;433;200801201400;1.2;3;0
R1_MN008;433;200801201500;1.4;3;0
R1_MN008;433;200801201600;1.7;3;0
R1_MN008;433;200801201700;1.2;3;0
R1_MN008;433;200801201800;0.3;3;0
R1_MN008;433;200801201900;0.1;3;0
R1_MN008;433;200801202000;0;3;0
R1_MN008;433;200801202100;0;3;0
R1_MN008;433;200801202200;0.1;3;0
R1_MN008;433;200801202300;0.5;3;0
R1_MN008;433;200801210000;0.7;3;0
R1_MN008;433;200801210100;0.3;3;0
R1_MN008;433;200801210200;1.9;3;0
R1_MN008;433;200801210300;1.5;3;0
R1_MN008;433;200801210400;0.6;3;0
R1_MN008;433;200801210500;0.5;3;0
R1_MN008;433;200801210600;0.3;3;0
R1_MN008;433;200801210700;0.1;3;0
R1_MN008;433;200801210800;0.2;3;0
R1_MN008;433;200801210900;0;3;0
R1_MN008;433;200801211000;0.2;3;0
R1_MN008;433;200801211100;0.7;3;0
R1_MN008;433;200801211200;1.3;3;0
R1_MN008;433;200801211300;1.4;3;0
R1_MN008;433;200801211400;1.5;3;0
R1_MN008;433;200801211500;4.1;3;0
R1_MN008;433;200801211600;1.6;3;0
R1_MN008;433;200801211700;2.3;3;0
R1_MN008;433;200801211800;1.8;3;0
R1_MN008;433;200801211900;0.2;3;0
R1_MN008;433;200801212000;0.4;3;0
R1_MN008;433;200801212100;1.6;3;0
R1_MN008;433;200801212200;2;3;0
R1_MN008;433;200801212300;3.6;3;0
R1_MN008;433;200801220000;1.1;3;0
R1_MN008;433;200801220100;0;3;0
R1_MN008;433;200801220200;0;3;0
R1_MN008;433;200801220300;0.6;3;0
R1_MN008;433;200801220400;1.3;3;0
R1_MN008;433;200801220500;1.1;3;0
R1_MN008;433;200801220600;0;3;0
R1_MN008;433;200801220700;0;3;0
R1_MN008;433;200801220800;0;3;0
R1_MN008;433;200801220900;0;3;0
R1_MN008;433;200801221000;0;3;0
R1_MN008;433;200801221100;0;3;0
R1_MN008;433;200801221200;0;3;0
R1_MN008;433;200801221300;0;3;0
R1_MN008;433;200801221400;0;3;0
R1_MN008;433;200801221500;0;3;0
R1_MN008;433;200801221600;0;3;0
R1_MN008;433;200801221700;0;3;0
R1_MN008;433;200801221800;0;3;0
R1_MN008;433;200801221900;0;3;0
R1_MN008;433;200801222000;0;3;0
R1_MN008;433;200801222100;0;3;0
R1_MN008;433;200801222200;0;3;0
R1_MN008;433;200801222300;0;3;0
R1_MN008;433;200801230000;0;3;0
R1_MN008;433;200801230100;0;3;0
R1_MN008;433;200801230200;0;3;0
R1_MN008;433;200801230300;0;3;0
R1_MN008;433;200801230400;0;3;0
R1_MN008;433;200801230500;0;3;0
R1_MN008;433;200801230600;0;3;0
R1_MN008;433;200801230700;0;3;0
R1_MN008;433;200801230800;0;3;0
R1_MN008;433;200801230900;0;3;0
R1_MN008;433;200801231000;0;3;0
R1_MN008;433;200801231100;0;3;0
R1_MN008;433;200801231200;0;3;0
R1_MN008;433;200801231300;0;3;0
R1_MN008;433;200801231400;0;3;0
R1_MN008;433;200801231500;0;3;0
R1_MN008;433;200801231600;0;3;0
R1_MN008;433;200801231700;0;3;0
R1_MN008;433;200801231800;0;3;0
R1_MN008;433;200801231900;0.2;3;0
R1_MN008;433;200801232000;0.2;3;0
R1_MN008;433;200801232100;0.1;3;0
R1_MN008;433;200801232200;0.1;3;0
R1_MN008;433;200801232300;0;3;0
R1_MN008;433;200801240000;0;3;0
R1_MN008;433;200801240100;0;3;0
R1_MN008;433;200801240200;0.2;3;0
R1_MN008;433;200801240300;0;3;0
R1_MN008;433;200801240400;0;3;0
R1_MN008;433;200801240500;0;3;0
R1_MN008;433;200801240600;0;3;0
R1_MN008;433;200801240700;0;3;0
R1_MN008;433;200801240800;0;3;0
R1_MN008;433;200801240900;0;3;0
R1_MN008;433;200801241000;0;3;0
R1_MN008;433;200801241100;0;3;0
R1_MN008;433;200801241200;0;3;0
R1_MN008;433;200801241300;0;3;0
R1_MN008;433;200801241400;0;3;0
R1_MN008;433;200801241500;0;3;0
R1_MN008;433;200801241600;0;3;0
R1_MN008;433;200801241700;0;3;0
R1_MN008;433;200801241800;0;3;0
R1_MN008;433;200801241900;0;3;0
R1_MN008;433;200801242000;0.2;3;0
R1_MN008;433;200801242100;1.2;3;0
R1_MN008;433;200801242200;0.4;3;0
R1_MN008;433;200801242300;0;3;0
R1_MN008;433;200801250000;0;3;0
R1_MN008;433;200801250100;0;3;0
R1_MN008;433;200801250200;0;3;0
R1_MN008;433;200801250300;0;3;0
R1_MN008;433;200801250400;0;3;0
R1_MN008;433;200801250500;0;3;0
R1_MN008;433;200801250600;0;3;0
R1_MN008;433;200801250700;0;3;0
R1_MN008;433;200801250800;0;3;0
R1_MN008;433;200801250900;0;3;0
R1_MN008;433;200801251000;0;3;0
R1_MN008;433;200801251100;0;3;0
R1_MN008;433;200801251200;0;3;0
R1_MN008;433;200801251300;0;3;0
R1_MN008;433;200801251400;0;3;0
R1_MN008;433;200801251500;0;3;0
R1_MN008;433;200801251600;0;3;0
R1_MN008;433;200801251700;0;3;0
R1_MN008;433;200801251800;0;3;0
R1_MN008;433;200801251900;0;3;0
R1_MN008;433;200801252000;0;3;0
R1_MN008;433;200801252100;0;3;0
R1_MN008;433;200801252200;0;3;0
R1_MN008;433;200801252300;0;3;0
R1_MN008;433;200801260000;0;3;0
R1_MN008;433;200801260100;0;3;0
R1_MN008;433;200801260200;0;3;0
R1_MN008;433;200801260300;0;3;0
R1_MN008;433;200801260400;0;3;0
R1_MN008;433;200801260500;0;3;0
R1_MN008;433;200801260600;0;3;0
R1_MN008;433;200801260700;0;3;0
R1_MN008;433;200801260800;0;3;0
R1_MN008;433;200801260900;0;3;0
R1_MN008;433;200801261000;0;3;0
R1_MN008;433;200801261100;0;3;0
R1_MN008;433;200801261200;0;3;0
R1_MN008;433;200801261300;0;3;0
R1_MN008;433;200801261400;0;3;0
R1_MN008;433;200801261500;0;3;0
R1_MN008;433;200801261600;0;3;0
R1_MN008;433;200801261700;0;3;0
R1_MN008;433;200801261800;0;3;0
R1_MN008;433;200801261900;0.2;3;0
R1_MN008;433;200801262000;1;3;0
R1_MN008;433;200801262100;0;3;0
R1_MN008;433;200801262200;0;3;0
R1_MN008;433;200801262300;0.8;3;0
R1_MN008;433;200801270000;0;3;0
R1_MN008;433;200801270100;0.8;3;0
R1_MN008;433;200801270200;0;3;0
R1_MN008;433;200801270300;0;3;0
R1_MN008;433;200801270400;0.6;3;0
R1_MN008;433;200801270500;0.8;3;0
R1_MN008;433;200801270600;1.5;3;0
R1_MN008;433;200801270700;1.2;3;0
R1_MN008;433;200801270800;1.3;3;0
R1_MN008;433;200801270900;1.3;3;0
R1_MN008;433;200801271000;0.9;3;0
R1_MN008;433;200801271100;1;3;0
R1_MN008;433;200801271200;0.6;3;0
R1_MN008;433;200801271300;0.1;3;0
R1_MN008;433;200801271400;0;3;0
R1_MN008;433;200801271500;1.1;3;0
R1_MN008;433;200801271600;0;3;0
R1_MN008;433;200801271700;0;3;0
R1_MN008;433;200801271800;0;3;0
R1_MN008;433;200801271900;0;3;0
R1_MN008;433;200801272000;0;3;0
R1_MN008;433;200801272100;0;3;0
R1_MN008;433;200801272200;0;3;0
R1_MN008;433;200801272300;0;3;0
R1_MN008;433;200801280000;0;3;0
R1_MN008;433;200801280100;0;3;0
R1_MN008;433;200801280200;0;3;0
R1_MN008;433;200801280300;0;3;0
R1_MN008;433;200801280400;0;3;0
R1_MN008;433;200801280500;0;3;0
R1_MN008;433;200801280600;0;3;0
R1_MN008;433;200801280700;0;3;0
R1_MN008;433;200801280800;0;3;0
R1_MN008;433;200801280900;0;3;0
R1_MN008;433;200801281000;0;3;0
R1_MN008;433;200801281100;0;3;0
R1_MN008;433;200801281200;0;3;0
R1_MN008;433;200801281300;0;3;0
R1_MN008;433;200801281400;0;3;0
R1_MN008;433;200801281500;0;3;0
R1_MN008;433;200801281600;0;3;0
R1_MN008;433;200801281700;0.4;3;0
R1_MN008;433;200801281800;0.5;3;0
R1_MN008;433;200801281900;0;3;0
R1_MN008;433;200801282000;0;3;0
R1_MN008;433;200801282100;0.1;3;0
R1_MN008;433;200801282200;0;3;0
R1_MN008;433;200801282300;0;3;0
R1_MN008;433;200801290000;0;3;0
R1_MN008;433;200801290100;0;3;0
R1_MN008;433;200801290200;0;3;0
R1_MN008;433;200801290300;0;3;0
R1_MN008;433;200801290400;0;3;0
R1_MN008;433;200801290500;0;3;0
R1_MN008;433;200801290600;0;3;0
R1_MN008;433;200801290700;0;3;0
R1_MN008;433;200801290800;0;3;0
R1_MN008;433;200801290900;0;3;0
R1_MN008;433;200801291000;0;3;0
R1_MN008;433;200801291100;0;3;0
