5.3035,0.274701
13,0.67335
13.0156,0.674158
13.0306,0.674935
13.051,0.675992
13.6502,0.70703
13.6643,0.707756
13.6766,0.708393
13.6948,0.709335
13.7088,0.710061
13.7229,0.710791
13.7321,0.711268
13.7507,0.712231
13.7599,0.712708
13.7704,0.713252
13.8462,0.717179
13.9181,0.720902
13.9899,0.724625
14.0618,0.728348
14.1352,0.732147
14.1472,0.732769
14.223,0.736696
14.2949,0.740419
14.3667,0.744142
14.4386,0.747865
14.5105,0.751588
14.5824,0.755311
14.656,0.759123
14.6788,0.760304
14.7546,0.764231
14.8265,0.767954
14.8984,0.771677
14.9702,0.7754
15.0421,0.779123
15.114,0.782846
15.1876,0.786659
15.2005,0.787327
15.2763,0.791254
15.3482,0.794977
15.4201,0.7987
15.4919,0.802423
15.5638,0.806146
15.6357,0.809869
15.7093,0.813681
15.7186,0.814163
15.7504,0.81581
15.8262,0.819737
15.8981,0.82346
15.97,0.827183
16.0418,0.830906
16.1137,0.834629
16.1856,0.838352
16.2592,0.842164
16.2757,0.843019
16.3515,0.846946
16.4234,0.850669
16.4953,0.854392
16.5672,0.858115
16.639,0.861838
16.7109,0.865561
16.7845,0.869374
16.8001,0.870182
16.8759,0.874109
16.9478,0.877832
17.0197,0.881555
17.0916,0.885278
17.1634,0.889001
17.2353,0.892723
17.3089,0.896536
17.3254,0.897391
17.4013,0.901318
17.4731,0.905041
17.545,0.908764
17.6169,0.912487
17.6888,0.91621
17.7606,0.919933
17.8342,0.923745
17.8507,0.9246
17.9266,0.928527
17.9984,0.93225
18.0703,0.935973
18.1422,0.939696
18.2141,0.943419
18.2859,0.947142
18.3596,0.950954
18.3761,0.951809
18.4519,0.955736
18.5238,0.959459
18.5956,0.963182
18.6675,0.966905
18.7394,0.970628
18.8113,0.974351
18.8849,0.978163
18.9095,0.979438
18.9853,0.983365
19.0572,0.987088
19.129,0.990811
19.2009,0.994534
19.2728,0.998257
19.3447,1.00198
19.4183,1.00579
19.433,1.00655
19.5088,1.01048
19.5807,1.0142
19.6526,1.01793
19.7244,1.02165
19.7963,1.02537
19.8682,1.0291
19.9418,1.03291
19.9655,1.03414
20.0413,1.03806
20.1132,1.04179
20.1851,1.04551
20.2569,1.04923
20.3288,1.05295
20.4007,1.05668
20.4743,1.06049
20.4935,1.06149
20.5693,1.06541
